loss,val_loss,recon_loss,recon_loss_source,recon_loss_target
8.919293613407506,9.0276599087991,8.919293613407506,8.906305048907894,9.427978144412593
8.900721842717093,9.05225308079365,8.900721842717093,8.887836210967976,9.453423718421677
8.963778011271112,8.98899857465886,8.963778011271112,8.95058602360718,9.420969293728382
8.935501656881193,9.116616816560098,8.935501656881193,8.919601841560992,9.73942035018328
8.881077278389998,8.939320867711848,8.881077278389998,8.868340364097177,9.278156572561137
8.92075125127688,12.922955501178079,8.92075125127688,8.90775762216539,9.471485207926223
8.885684081831123,9.0508677782106,8.885684081831123,8.872910309101215,9.344580642004688
8.875684105302133,8.908000575609444,8.875684105302133,8.863069940699557,9.344765944122665
8.8643785534616,8.913913923846788,8.8643785534616,8.851860332971775,9.305429062307622
8.908851467734705,9.209731582767708,8.908851467734705,8.896082031962733,9.383098486116609
8.863818115097446,8.913982698740053,8.863818115097446,8.851332946247183,9.311381256284113
8.858305797673456,8.930102608420633,8.858305797673456,8.846087676503391,9.370167216252634
8.856908190376574,9.0018901588503,8.856908190376574,8.844713845233242,9.302521803379882
8.89237904142686,9.024006047524697,8.89237904142686,8.879785660165716,9.347443078637287
8.919563370260072,8.858083906252523,8.919563370260072,8.907160222667514,9.314009076725817
8.845777680563367,8.817311582486491,8.845777680563367,8.833561467619685,9.259453461787912
8.860229073501214,12.334959384823634,8.860229073501214,8.847985046007532,9.271991766629217
8.858632086390896,8.888646957302882,8.858632086390896,8.846381186122342,9.337055012138
8.845019701269987,8.865969681542767,8.845019701269987,8.833017198270332,9.131542405251583
8.841576581499405,9.038067151692289,8.841576581499405,8.829579285745844,9.199954610484237
8.846288526107571,8.864690221045628,8.846288526107571,8.834112234945074,9.331584079113085
8.856192389557124,8.95798836463739,8.856192389557124,8.842422999712491,9.505554221032185
8.841807661657777,9.644384258049579,8.841807661657777,8.829634664687372,9.235312987789271
8.862985662749107,9.193415693015107,8.862985662749107,8.850869250747392,9.249943640544236
8.826869496759379,8.96924669486432,8.826869496759379,8.814916457989442,9.142720773027506
8.82621709048556,8.936278827919448,8.82621709048556,8.814460405489294,9.199452059304884
8.863232295303591,8.92301920031713,8.863232295303591,8.851330922596805,9.36222400027681
8.82245705109064,8.943403275544979,8.82245705109064,8.810769652091464,9.241275154201599
